date,z_gc_comex_carry_2m,z_gc_comex_carry_4m,z_si_comex_carry_2m,z_gc_cal_curvature,z_gc_si_cal_ratio,z_gc_comex_lbma_basis,z_si_comex_lbma_basis,z_gc_si_comex_basis_spread,z_gc_comex_curve_slope,z_comex_lbma_slope_basis,rate_regime
2024-04-27,-0.1528918899808277,-0.24104609830495444,-0.056016406107944824,-0.15107968936000735,-0.22579755295105325,-0.9294396808282497,-0.5388073022029801,0.4392938451274474,-0.15107968936000735,0.09359165592568552,high
2024-04-28,-0.15749745220216177,-0.24556368748544186,-0.05810301492700109,-0.14981910631390105,-0.22384935937856862,-0.9245500196131434,-0.5333918503172852,0.4340284774898018,-0.14981910631390105,0.09642447872511363,high
2024-04-29,-0.2473332659092859,-0.11539896656548775,-0.02472360867590654,0.2922410857235085,-0.28379829318308036,-1.0442858114991767,-0.48845512732238766,0.36836779982074075,0.2922410857235085,0.336075641178648,high
2024-04-30,-0.06361338093819445,-0.05848855175833351,-0.21256740603152643,0.01892619379116099,-0.006209146134775148,-0.7629054432650749,-0.6882148118679581,0.6224578660113612,0.01892619379116099,0.21923910536896674,high
2024-05-01,-0.04764369320269589,0.004299818110131947,-0.03512029622416907,0.10693330015323688,-0.22408770209827178,-0.7342824271360743,-0.48408531184099357,0.40924554722602696,0.10693330015323688,0.22757222708031247,high
2024-05-02,0.048678545576576464,0.05846804969939467,-0.048802736310652135,0.01203099907095918,-0.18505347850639184,-0.5900298073952678,-0.4922397618954673,0.4394676959907881,0.01203099907095918,0.1693845121798379,high
2024-05-03,0.052179344070364855,0.10898378329348711,-0.00503725059170467,0.10128240423215626,-0.23580284382744274,-0.5793391722677105,-0.4370620040468412,0.38233397322202634,0.10128240423215626,0.440698203412143,high
2024-05-04,0.04742224404003185,0.10460639480948629,-0.00759196083134515,0.10214374071560552,-0.23331992663544085,-0.5776449138280084,-0.4320132225111063,0.37719644049878015,0.10214374071560552,0.4443087439733548,high
2024-05-05,0.043567593956035544,0.10085720013211318,-0.009912159313538315,0.10246968677865972,-0.23097391801680142,-0.5754802515982623,-0.4268233856898464,0.37193161570063477,0.10246968677865972,0.44788115328877476,high
2024-05-06,0.025823045159449314,0.1756365773266203,-0.11362487437827583,0.27875738319615956,-0.10942524404602141,-0.5929553902646887,-0.5334449017591449,0.4834796936027889,0.27875738319615956,0.4279779839271238,high
2024-05-07,0.2638225582629152,0.32910171797291926,-0.06722583401189154,0.0871339518725626,-0.11197240530668283,-0.2488848395191779,-0.4741154774516556,0.47093272680164694,0.0871339518725626,0.3226368042639462,high
2024-05-08,0.36817732162536015,0.3902921736848649,-0.03809578479998148,-0.007826032753425905,-0.12364267957679952,-0.09500302845666653,-0.43382225293568477,0.4506274311386811,-0.007826032753425905,0.26615359868212357,high
2024-05-09,0.11549670447720341,0.1286910486210817,-0.11774592184629036,0.009255697134968679,-0.08264211104722528,-0.4436347757167345,-0.5137927305901782,0.48453754626696244,0.009255697134968679,0.27547713988230643,high
2024-05-10,0.08236192589607524,0.09472477739930282,-0.12644954674372355,0.01212372228689091,-0.07874102839170852,-0.481932867673119,-0.5143331279068859,0.4794477605276094,0.01212372228689091,0.2687138446313798,high
2024-05-11,0.07820634570368631,0.09068851717671701,-0.12936665873159695,0.012867436980477499,-0.07543792310888854,-0.4799397361765773,-0.5091909763198438,0.4742779836260475,0.012867436980477499,0.2706652684026407,high
2024-05-12,0.07452976442500191,0.08703959801331318,-0.13226897012103458,0.013351129463894457,-0.0719861631302119,-0.4793730000887519,-0.5034288411575659,0.46838023403577267,0.013351129463894457,0.2723656377361467,high
2024-05-13,0.3533417693013285,0.32799842315858174,-0.12712345921435875,-0.0921372765099784,-0.014353837448367195,-0.09018653673804172,-0.48845731335364967,0.5112221157274345,-0.0921372765099784,0.33741624253011604,high
2024-05-14,0.10741621781796498,-0.0216720358241767,-0.17710953952905376,-0.24939582379218442,-0.005972346561854678,-0.4241085970104176,-0.5345383902874481,0.5106048973006924,-0.24939582379218442,0.012582198795894338,high
2024-05-15,-0.11027326480356607,-0.24530235834626568,-0.3587193133256762,-0.23113900045103242,0.18725480842435346,-0.7157948706298112,-0.726262963414588,0.6729328223961555,-0.23113900045103242,0.1106433706135314,high
2024-05-16,0.059125828618536526,0.024446097726271397,-0.2687190815182551,-0.07041210480844237,0.10505297343296652,-0.4804366587657155,-0.6165162039682701,0.591317435961411,-0.07041210480844237,0.175386287770057,high
2024-05-17,-0.040081858850956685,-0.03083917888802126,-0.25728103071971514,0.02184756253504665,0.06745689999137457,-0.6095427740241751,-0.5939907483451812,0.5476567409135737,0.02184756253504665,0.014212982350281903,high
2024-05-18,-0.04403987920479836,-0.035314077397397885,-0.26009173785762957,0.021414477068546586,0.07083799516398355,-0.6087778408548471,-0.5879089416540356,0.5415505556162071,0.021414477068546586,0.01607635583053059,high
2024-05-19,-0.047735565636489556,-0.03952816406673682,-0.26311803519871796,0.020968247827390006,0.07478767918409505,-0.6106978094393002,-0.5818245618263052,0.535433058196756,0.020968247827390006,0.01641300183290382,high
2024-05-20,-0.05188311473449483,0.05016862199387271,-0.13592835450605822,0.1884355135979981,-0.08967494880654234,-0.6135428202399853,-0.4302790129771441,0.37117225530955666,0.1884355135979981,0.11118174821365955,high
2024-05-21,0.05460964512313124,0.06559316633666654,-0.10860819315393035,0.011988499607571722,-0.09895018845239201,-0.46808400932311667,-0.3904289405727729,0.35114659244770596,0.011988499607571722,0.051146162914764266,high
2024-05-22,-0.027525241482354353,0.12538223239285587,-0.06336153104585354,0.27338997720734065,-0.17178145869196096,-0.5773960459520073,-0.33031310458375446,0.26889715949549514,0.27338997720734065,-0.06285006373471796,high
2024-05-23,0.18972947549097902,0.4559263305135183,-0.029624758546158734,0.44026346685664214,-0.16365084572612643,-0.284961192526711,-0.28316370215306036,0.2642547355177934,0.44026346685664214,0.4930150543265696,high
2024-05-24,0.11465431832391644,0.42887864403819465,0.011143972096831743,0.5326285716292776,-0.22757170026549844,-0.38251541887620133,-0.22781468890015322,0.18836082677156352,0.5326285716292776,0.5743023819607284,high
2024-05-25,0.1112170492363283,0.42578278160310146,0.008747712238628663,0.5321710689977279,-0.22505004139121135,-0.3822954351059396,-0.22148825946210954,0.18140599345741773,0.5321710689977279,0.5732745006680615,high
2024-05-26,0.10746464980606511,0.42256177647064275,0.0064003199732370385,0.5312400201041767,-0.22269798438812907,-0.3837835249276073,-0.2154385632070535,0.17459179068755964,0.5312400201041767,0.5715157981505677,high
2024-05-27,0.10368580163126868,0.4193317567505773,0.004046438002809864,0.5303098305041868,-0.22034239276618525,-0.38527436050864994,-0.20934576019985635,0.16770439566582238,0.5303098305041868,0.32952781294940003,high
2024-05-28,0.2830515124796905,0.503262422460839,-0.04061725948274071,0.33935240729413835,-0.12864263035159898,-0.14558703601137776,-0.2519173442574511,0.2540886383975191,0.33935240729413835,0.4279005756287555,high
2024-05-29,0.5225464663029177,0.6528355015101904,-0.06021017899274961,0.1515011417836414,-0.05301181731301693,0.17034560458954093,-0.2664684548556469,0.32268523377841923,0.1515011417836414,0.35845403102101325,high
2024-05-30,1.1886532599270179,0.8374094211682543,-0.015658820781374184,-0.7639552075960547,0.03611841682306202,1.0451636121498085,-0.20682211379458976,0.4024886037569054,-0.7639552075960547,-0.1752289725838834,high
2024-05-31,0.6917564985247568,0.6252265147320482,-0.008712100342531255,-0.20877302742964043,-0.07858677391999731,0.39220412015173856,-0.19065145470982567,0.2768757729199478,-0.20877302742964043,0.07976808063530412,high
2024-06-01,0.688695564113265,0.6221795637045671,-0.010844504988822305,-0.20791526295481622,-0.07662487576214613,0.38887590732262667,-0.185056504050114,0.2707161252722449,-0.20791526295481622,0.0790351120781947,high
2024-06-02,0.6857040161187575,0.6191732962519512,-0.013104357500467411,-0.2070461895042384,-0.07450223412249647,0.38526392818247307,-0.1794420118656085,0.26449279626692124,-0.2070461895042384,0.07830490620754972,high
2024-06-03,0.03843104476517692,0.2006286141348439,-0.048518936448222146,0.2684010480490575,-0.1703050118450448,-0.4550630080494135,-0.2126280439332812,0.1597530171797427,0.2684010480490575,0.3763050178678262,high
2024-06-04,-0.15421035219384885,0.1048857318804514,-0.01961080508081225,0.4565750753766783,-0.24452920879819706,-0.6994986481554841,-0.17033874722035716,0.07082413207865769,0.4565750753766783,0.4726662428820442,high
2024-06-05,-0.1257426562932996,0.02913366991997448,-0.033198288117860866,0.2764807036670295,-0.22227152806275122,-0.6561136944586478,-0.17752148861806036,0.08577229846444813,0.2764807036670295,0.36897239263121995,high
2024-06-06,-0.07697899631206787,0.02813023687781009,-0.09415570050964919,0.18589071051460315,-0.13969844828813796,-0.5878994619899609,-0.24092164568685787,0.1681501218534949,0.18589071051460315,0.28761049795897564,high
2024-06-07,0.3533447336321489,0.42845108931087766,0.03736051468808758,0.07686168210403854,-0.20250093407178243,-0.028119915393183127,-0.07588167892416568,0.0801561570088863,0.07686168210403854,0.0674336813196405,high
2024-06-08,0.3499745467022404,0.42520951605637014,0.03520560263629646,0.0767615856309179,-0.2005875312499946,-0.027371779906492463,-0.06922622219953178,0.07289328975562193,0.0767615856309179,0.06695358810693564,high
2024-06-09,0.3465669930449429,0.4219663261961121,0.03299956415634305,0.07709436689465413,-0.19861772981045986,-0.02713997579664092,-0.061827581134922475,0.06471713730778843,0.07709436689465413,0.06666474665829313,high
2024-06-10,0.3232068173591118,0.39779234431599647,-0.029692635127875032,0.07851231739080602,-0.13081936624567664,-0.052091800974188786,-0.12748011677137663,0.134314215216767,0.07851231739080602,0.3443103087790286,high
2024-06-11,0.22065652434291586,0.23678181221969957,0.006183281824666476,-0.0035000366441525974,-0.19341930028032092,-0.1698007476628006,-0.07340606399614641,0.05233477685115008,-0.0035000366441525974,0.18882883171333364,high
2024-06-12,0.1426366779601073,0.04822091270896852,-0.04940527687628968,-0.17262526482785998,-0.14489004586065513,-0.25681390197045173,-0.13126073879151312,0.1018620100797544,-0.17262526482785998,0.2349663503150909,high
2024-06-13,0.40460528486020014,0.37548032106508106,-0.0005623259721990853,-0.10100538367961195,-0.14795720161901132,0.08962882265027979,-0.0608723063520584,0.08436363234699798,-0.10100538367961195,0.21084912632528158,high
2024-06-14,0.2944673946444129,0.2067756813157419,-0.02066966155499346,-0.18032200616092506,-0.14716044790582986,-0.03880140467736681,-0.07571854920448977,0.07810340626228128,-0.18032200616092506,0.27135500830326786,high
2024-06-15,0.29085035845062274,0.20286010736729457,-0.0225361163130528,-0.17947795938889508,-0.1457782108953413,-0.030400394758201353,-0.06798291139585794,0.0708440288104936,-0.17947795938889508,0.2703895395294864,high
2024-06-16,0.28690433563595624,0.19852675541216766,-0.024328981556426616,-0.17779638646741444,-0.1448146893222008,-0.02184417466599498,-0.06012784566243565,0.06348783018811212,-0.17779638646741444,0.26983744294399953,high
2024-06-17,0.49113412059880734,0.46649884389676344,-0.014693781581896914,-0.10115717820857005,-0.11572386428010235,0.2554326024344733,-0.03758252610195675,0.08719585906876622,-0.10115717820857005,0.15460986862011006,high
2024-06-18,0.08751662692961425,0.21284535726771853,-0.027851424670733472,0.1858235350696574,-0.1807125094474769,-0.25245262953774233,-0.04373012508364222,0.004209029113245808,0.1858235350696574,0.1992512705540241,high
2024-06-19,0.08241723031607145,0.2086816596120148,-0.029585563771522393,0.1869426335071347,-0.17968204909062613,-0.24567552152520752,-0.03509394559636002,-0.004369453172674863,0.1869426335071347,0.21644648230364102,high
2024-06-20,0.06228882084433266,0.13264671223433866,-0.10083869745455407,0.10191943622765108,-0.10071279222001366,-0.25629323525115183,-0.11733180685296195,0.08548093931886844,0.10191943622765108,0.1366566905711189,high
2024-06-21,0.3492150013519344,0.4317184909674225,0.07732015493399556,0.08827162795772057,-0.2489395065813946,0.12549348721158643,0.12873285118959818,-0.12128588507028407,0.08827162795772057,-0.1906602072144191,high
2024-06-22,0.345734795435782,0.4284903802385418,0.07547705709998936,0.08903805898610312,-0.24756503035595,0.13065966889438477,0.1368823443586541,-0.129353288086815,0.08903805898610312,-0.23036147092495923,high
2024-06-23,0.34252344754173303,0.42543481767737745,0.07393443078665476,0.08976676287836333,-0.24643139058192404,0.13586620943929487,0.14517037130000757,-0.13755555309464232,0.08976676287836333,-0.23050433465600015,high
2024-06-24,0.30760032429285267,0.38923621790390583,0.03295036906601349,0.09169804057388582,-0.20754168910252646,0.10040810627460872,0.10035467680046153,-0.09384413321697158,0.09169804057388582,-0.3425420367335893,high
2024-06-25,0.3405048020419621,0.6557621637196855,0.14138423165619501,0.4444964782316848,-0.3194753081081227,0.1527906552320714,0.25794175172228617,-0.2599665348011824,0.4444964782316848,0.5016913785091566,high
2024-06-26,0.531517368055437,0.6214550248942952,0.14372287678743717,0.08158188888457434,-0.2873477781375992,0.4096013530928419,0.271477245858272,-0.2285002041884115,0.08158188888457434,0.14726911051338157,high
2024-06-27,0.2697178844737552,0.525251040130088,0.3044951411200933,0.3602661345369707,-0.49812768478186903,0.08140079667100594,0.5036818779375573,-0.5463009828429884,0.3602661345369707,0.314343559210823,high
2024-06-28,0.4594105981430991,0.6043859047717131,0.054611910836999344,0.17358394479326422,-0.2036679013661487,0.3322548231264601,0.16996906146602034,-0.1287767369672618,0.17358394479326422,0.30947117907257193,high
2024-06-29,0.4563169474834921,0.6013737982603291,0.052988597041790396,0.17487671096917629,-0.20243144652741696,0.337276645363054,0.1793629914077384,-0.1379787807286275,0.17487671096917629,0.3114002360379958,high
2024-06-30,0.4531883144470702,0.5984139144898268,0.05114989109245677,0.17695266330648823,-0.20091089625708433,0.3423405290997039,0.18895779079859942,-0.14737356936072116,0.17695266330648823,0.31452486160215803,high
2024-07-01,0.5717737147877736,0.8369550529951633,1.4069363325841922,0.34946180683506833,-1.3213640424653648,0.5037607141347513,2.1173982702133545,-2.2646379115047597,0.34946180683506833,-0.057948397897910967,high
2024-07-02,0.6306759479640113,0.955885056130995,1.4312014924885639,0.4376432975246088,-1.3267245543260953,0.5877645121039282,2.1638100333146033,-2.298666352147877,0.4376432975246088,0.08078863978847237,high
2024-07-03,0.452427129653042,0.7690927305785239,1.445696942306524,0.441920248332878,-1.3578835929780184,0.3675362945788645,2.1962051372089495,-2.37175186475729,0.441920248332878,0.06468121957979665,high
2024-07-04,0.44931902837031046,0.7658337269747811,1.439247248253909,0.44341786208940553,-1.351997446346707,0.3726932732297896,2.2002703529177214,-2.371975855671644,0.44341786208940553,0.11219054962831931,high
2024-07-05,0.35961782542863946,0.671261504078507,1.3306962629095964,0.44459276815929694,-1.2928774615071363,0.267158397288634,2.060586285662242,-2.2327633081698006,0.44459276815929694,0.3176198404876948,high
2024-07-06,0.35668539884729766,0.6683791362534363,1.325394030401556,0.4460691007891013,-1.2880188549451694,0.27313229506459563,2.067550011145383,-2.235835446443805,0.4460691007891013,0.31897571924849266,high
2024-07-07,0.3536369788510923,0.6655818199779816,1.3207766662699056,0.448597709079321,-1.285406614463405,0.27916906310755124,2.0745718126593293,-2.2389182136694776,0.448597709079321,0.320057575406519,high
2024-07-08,0.8487541572820421,1.1692837722418516,1.4554505550624044,0.4314997104581254,-1.3050166736352502,0.9290163357648912,2.2788799335999057,-2.345235806404214,0.4314997104581254,0.45414333815909314,high
2024-07-09,0.5656169600941817,0.9981022097117527,1.399249847175948,0.6240333005054947,-1.3075436601006027,0.5739834629804633,2.2052078299682654,-2.3242121920434005,0.6240333005054947,0.24797222773909192,high
2024-07-10,0.6586831130314167,0.9736681943299385,1.4143990093527257,0.4427556916377324,-1.304974386443603,0.706922353232209,2.235711133708875,-2.3306730144630134,0.4427556916377324,0.19412980743004465,high
2024-07-11,0.4110559746277566,0.7766647170849573,1.341020181663191,0.536803914819202,-1.2939691849052164,0.3970009623027118,2.1394375102608207,-2.275235523836106,0.536803914819202,0.3617373383701354,high
2024-07-12,0.5345806898546831,0.9564841447011145,1.4160183601747662,0.6187703139779975,-1.3276944694051327,0.5725474787148859,2.2548283782790093,-2.3661404746231676,0.6187703139779975,0.19722818109990806,high
2024-07-13,0.5317459907603138,0.9529609655071085,1.4117239910796875,0.620358999347493,-1.3296115967597402,0.581789425336222,2.2520064990025177,-2.35721004212704,0.620358999347493,0.19903193651419504,high
2024-07-14,0.5290161336568688,0.9495182137950258,1.4076708666439475,0.6215623072210904,-1.333377874849203,0.5912018132831774,2.2491934326794008,-2.3483641767934076,0.6215623072210904,0.20008005305388157,high
2024-07-15,0.6612047943277756,0.9103714636143598,1.4077997123831403,0.35434145312584486,-1.3215247236554761,0.7810009636662733,2.252162994635376,-2.315911392004515,0.35434145312584486,0.1487895062280627,high
2024-07-16,0.45296285953086723,0.7550762698414267,1.3828753216770242,0.44638864477193974,-1.3407579318752547,0.5167640440938692,2.2220619612635706,-2.3230848256899455,0.44638864477193974,0.1001397360022353,high
2024-07-17,0.7604596522940631,0.9499124743172042,1.4674597852057485,0.2630280132033574,-1.3607625283064766,0.9502909625551335,2.3462303599897827,-2.3816245304943764,0.2630280132033574,-0.10331667284333683,high
2024-07-18,0.7963768492531262,0.9297107728693957,1.429532694882833,0.1800149906983346,-1.3472125933365262,1.0220513759075505,2.2921364982551813,-2.3081899066172586,0.1800149906983346,0.000488890233890422,high
2024-07-19,0.8728176562553995,0.8372666228781613,1.5260956479674197,-0.08157450752532557,-1.3983962849391112,1.141932682029448,2.4327910500343717,-2.4384546034415497,-0.08157450752532557,-0.1481873407727745,high
2024-07-20,0.8693715887782519,0.8344398366909039,1.5192343532883046,-0.07818588968685952,-1.3924462048924127,1.1590607542772713,2.4340856234030683,-2.433855509429631,-0.07818588968685952,-0.1457234416439376,high
2024-07-21,0.86606789533496,0.8313760423410148,1.512566247116601,-0.07478225004795419,-1.3867061274733188,1.1767020000978052,2.435381969103859,-2.429278550716495,-0.07478225004795419,-0.14321063496930742,high
2024-07-22,0.6816665180966351,0.7076326756300224,1.4085190446070823,0.02744342091161368,-1.3418332377637763,0.9398303845022837,2.301454654783715,-2.318910967149365,0.02744342091161368,-0.08547827244965336,high
2024-07-23,0.5342868579988129,0.8465376428125663,1.3873688621713742,0.48494966090696046,-1.346504129651315,0.7493321619068095,2.2829515879800497,-2.3246221174193096,0.48494966090696046,-0.01517490894303872,high
2024-07-24,0.6668361612031464,0.9742257635334057,1.4108556619069577,0.47945997635053167,-1.3414236541271207,0.9512708040579406,2.3192605380546647,-2.330394690220296,0.47945997635053167,-0.04684131206929039,high
2024-07-25,0.44450907540626805,0.5923947363682343,1.3343316276096922,0.23113344665377722,-1.3191431274456342,0.6480144954296352,2.2152361554483657,-2.262374389112667,0.23113344665377722,-0.35790216878780606,high
2024-07-26,0.594984582805717,0.567318007497292,1.3888022750383315,-0.04841230632113101,-1.3325976217386666,0.8795736859184873,2.29486242898926,-2.3098459335483823,-0.04841230632113101,-0.8977735231114186,high
2024-07-27,0.592039440876888,0.5657659794273759,1.3827513121839186,-0.04489794506625907,-1.3268820407359132,0.8889672979396936,2.291968674054005,-2.3030975489204777,-0.04489794506625907,-0.8942739610574857,high
2024-07-28,0.5890038901434528,0.5632318740408357,1.376780911303746,-0.04157208516850813,-1.321200335577761,0.898520723224074,2.2890840780921193,-2.296398413993346,-0.04157208516850813,-0.8907937016476439,high
2024-07-29,1.214946688503029,1.053532930719622,1.3748335603275013,-0.25526412968590845,-1.2312410424620934,1.8213211042963684,2.29173522631549,-2.1636835914781516,-0.25526412968590845,-0.8780236249190702,high
2024-07-30,0.1853138538580173,0.2895749237449317,1.3174805020786304,0.16954236258229302,-1.3333551748411023,0.33240967762849033,2.2169876183763924,-2.298311840999155,0.16954236258229302,-0.48380950301532716,high
2024-07-31,-0.7699034908099294,-0.17649513758772944,1.351484053610619,0.9411159756793263,-1.4837386487155648,-1.0466363696540066,2.271543974922873,-2.5455194563194534,0.9411159756793263,0.19708161593583579,high
2024-08-01,-0.06435676912188558,-0.2866921078144853,1.3438788591560722,-0.3545965869269831,-1.3789297974486472,-14.53278781679539,-2.6673886544566376,-2.4043787842358912,-0.3545965869269831,-0.9759995126974431,high
2024-08-02,-1.3765612055526595,-1.9435545287471268,1.1919482644644204,-0.9159296818378115,-1.4550573668831055,-10.913787932489816,-2.8345589854916935,-2.3819765358584895,-0.9159296818378115,-1.0904175845220379,high
2024-08-03,-1.3881391193424357,-1.947372712125982,1.1872712317043594,-0.9123466615133918,-1.4485846889141412,-8.963747363105803,-2.794672323419295,-2.3679471145749167,-0.9123466615133918,-1.0860860039564648,high
2024-08-04,-1.407114584661113,-1.9618954210860629,1.182698120280749,-0.9090277517774131,-1.442150615435562,-7.7783178793069,-2.7565197836939896,-2.3541235733376293,-0.9090277517774131,-1.0819722052660867,high
2024-08-05,-2.0030462805898384,-2.3545008205943088,1.1227070569177355,-0.6171529277546212,-1.4775945180453938,-7.007171248826907,-2.7673976777888964,-2.3327987342401237,-0.6171529277546212,-0.6814358818837679,high
2024-08-06,-1.257448230755056,-1.882894902530916,1.0880441398971368,-1.02002791678444,-1.3474064246422313,-6.261819946683863,-2.7189731684498075,-2.213493897344354,-1.02002791678444,-0.9527886655703327,high
2024-08-07,-1.5372362990681543,-1.968217902483614,1.1397949201711515,-0.7318430015010663,-1.4138991148208908,-5.8521888942104,-2.618185010120496,-2.335395190689306,-0.7318430015010663,-1.0894274199581093,high
2024-08-08,-1.3954933891890038,-1.7671024889544,1.1282825653026973,-0.6363747569336698,-1.3836618887878385,-5.407772474749953,-2.583076797074267,-2.2777245238833297,-0.6363747569336698,-1.001398080200623,high
2024-08-09,-0.8943428239013029,-1.4102246406638925,1.099434642590657,-0.8337795309941914,-1.2942484125983331,-5.006579962272133,-2.595109941046035,-2.1350069751208154,-0.8337795309941914,-1.1346928851820763,high
2024-08-10,-0.9055576190633359,-1.4222903137236125,1.09524588342201,-0.8317186576640716,-1.2889784293864008,-4.755753868906631,-2.5544018420639807,-2.106718379684266,-0.8317186576640716,-1.1305921720126735,high
2024-08-11,-0.9107862617858543,-1.4295985372877256,1.0910576069126054,-0.8312223568311866,-1.2839566129831639,-4.537529432193827,-2.515253351459653,-2.0792660710932958,-0.8312223568311866,-1.126537258915975,high
2024-08-12,-1.0229011522698064,-1.5284854006535316,1.1008304939444997,-0.8136668862148464,-1.302153480725755,-4.355934249867678,-2.4392165559639802,-2.1070990819321977,-0.8136668862148464,-1.1183200555179895,high
2024-08-13,-1.4515809833157325,-1.8124061310792572,1.155264448464027,-0.616192339813229,-1.3899231226894442,-4.246835481781877,-2.327661993254099,-2.237299104565671,-0.616192339813229,-1.1231308489338392,high
2024-08-14,-1.5103742203302637,-1.9315218164625234,1.1432069897164927,-0.710484196875719,-1.3864156723322638,-4.101288682571769,-2.3128153030560394,-2.2052046971913777,-0.710484196875719,-1.0588329868511839,high
2024-08-15,-1.1642936127609604,-1.5407890187431272,1.1307499301388226,-0.631980692499654,-1.3291239845781966,-3.90203248842162,-2.294424973607802,-2.0942117061500207,-0.631980692499654,-0.6908253291401587,high
2024-08-16,-1.3221388384145725,-1.6166475547800823,1.1099306339457025,-0.5221109545019399,-1.3319075418642892,-3.8099793169234903,-2.2744327196303136,-2.09947912548153,-0.5221109545019399,-0.5420000031409692,high
2024-08-17,-1.3336059514047542,-1.621288939838928,1.1057394657511215,-0.5196841513274048,-1.326518653006335,-3.6895922263222127,-2.24242122581602,-2.0723287967379695,-0.5196841513274048,-0.5392819262764438,high
2024-08-18,-1.3469231934325885,-1.6259505455056211,1.1015760308041211,-0.5170170279010281,-1.3211339551496406,-3.5790441280363505,-2.2114489685081007,-2.045956107557434,-0.5170170279010281,-0.5366250003503709,high
2024-08-19,-1.531183356345302,-1.6105643936740661,1.1835989392245547,-0.24524540673536313,-1.3920774969464105,-3.5056808453410158,-2.093828513523351,-2.1546609840689515,-0.24524540673536313,-0.1896865230466729,high
2024-08-20,-1.6551512042948489,-1.8884496561932052,1.2170473083887894,-0.49590072227258375,-1.4232430804731055,-3.437347906611721,-2.0276109352878255,-2.2076348930497476,-0.49590072227258375,-0.5413611608629023,high
2024-08-21,-1.362226832870324,-1.8537675187720695,1.2357052847026782,-0.855145967422322,-1.3964652005650144,-3.3044615059957962,-1.9765782408850188,-2.1514462910252106,-0.855145967422322,-0.8108489794531233,high
2024-08-22,-1.2634042334956872,-1.711115999825784,1.166328407362102,-0.7827708571358185,-1.3369415432595715,-3.221426285466068,-2.0402435819801004,-2.028211932569208,-0.7827708571358185,-0.6676391208653094,high
2024-08-23,-0.9744539445982003,-1.621739975548366,1.1712007633906099,-1.0431515215712521,-1.3017944332455083,-3.092279323220285,-1.9881866856661667,-1.964655922685468,-1.0431515215712521,-1.0580100431020536,high
2024-08-24,-0.9839055133903791,-1.6313780535016789,1.1667377966406784,-1.040628402652342,-1.296542121047766,-3.0225854859174235,-1.966713899993232,-1.941319504265703,-1.040628402652342,-1.053807065364482,high
2024-08-25,-0.9935259046483934,-1.6411487562358404,1.1623001615383828,-1.0381136100760129,-1.2913242460965717,-2.956843507676997,-1.9457522467786172,-1.918577846508828,-1.0381136100760129,-1.049755801564199,high
2024-08-26,-0.9802947349387523,-1.5680855527479003,1.252827353840199,-0.9466284577196169,-1.3432429268449309,-2.883027082271562,-1.8297035671365165,-1.9853329840249199,-0.9466284577196169,-0.7703524918433045,high
2024-08-27,-1.231396345762876,-1.7944534141269923,1.2532677075062375,-0.9349967607318636,-1.3683375246773357,-2.8386576907273935,-1.809254604030294,-1.984067427881719,-0.9349967607318636,-0.6588618357842008,high
2024-08-28,-1.1850792177849196,-1.755684422920048,1.1487389044911196,-0.9415063308722342,-1.2942643300403138,-2.768440424592111,-1.8932462824243106,-1.828227770306531,-0.9415063308722342,-0.681943230015729,high
2024-08-29,-1.3376567609446632,-1.8215686267719275,1.1414879395836712,-0.8371135753419767,-1.3039407920686148,-2.7189932235787033,-1.9149869670800854,-1.767754865718801,-0.8371135753419767,-0.4138799328885369,high
2024-08-30,-1.615306993405142,-1.8911893357937823,1.0287090817145115,-0.5762009139901434,-1.2606106812000373,-2.69586113898458,-2.006992113698228,-1.6643408883564466,-0.5762009139901434,-0.5124615565783462,high
2024-08-31,-1.6217347301360636,-1.8924048590485347,1.0247504779123777,-0.574428774331474,-1.2555427701783344,-2.646568859819016,-1.9843086364104197,-1.6475787878983148,-0.574428774331474,-0.5109255760335327,high
2024-09-01,-1.6216430088429072,-1.8884462373929851,1.0207260096055264,-0.5729117598828386,-1.250403034089743,-2.5994715080868955,-1.9621897778015707,-1.6311394373887653,-0.5729117598828386,-0.5091072803147163,high
2024-09-02,-1.6215512988220762,-1.8845065944727293,1.0167183604721732,-0.5713967847015591,-1.2452943362610287,-2.5525632084597345,-1.9406107790935765,-1.6122328575171987,-0.5713967847015591,-0.460662743244915,high
2024-09-03,-1.287308592035449,-1.8282557934154322,0.5478399475688707,-0.9321427724975773,-0.869387234923428,-2.4701065277045022,-2.3663552976297,-1.025409053583747,-0.9321427724975773,-0.6906617722947026,high
2024-09-04,-1.3256322086087227,-2.0368403462390363,0.4785887729756208,-1.185635691434607,-0.8184573481838504,-2.418086129977554,-2.3929070855883725,-0.9273209245409724,-1.185635691434607,-0.8847221187802634,high
2024-09-05,-1.4048047953474967,-2.1525303453045685,0.3937488821577039,-1.254717668220471,-0.758941099859016,-2.3682827386194587,-2.4000300035325983,-0.8511830104594754,-1.254717668220471,-1.087897914529374,high
2024-09-06,-1.5842608678098624,-2.308193517143304,0.4431580539750453,-1.2532126118722378,-0.821215347849829,-2.357772362832259,-2.337689711259767,-0.9162747173512562,-1.2532126118722378,-1.280954522541884,high
2024-09-07,-1.5825339508793734,-2.297726019824781,0.4404355375462577,-1.2490294368719903,-0.8178349719277522,-2.32212289334326,-2.3038237536140986,-0.9092230623155615,-1.2490294368719903,-1.2762724217588968,high
